skill,score,digital_assign,mod,lv.mod,ht_df,order
Mixing tanks,282.9068688005483,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Mobile cranes,267.73755791110483,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Mobile radios,176.49540128376324,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Mobile welding units,440.525930418545,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Modula,298.64997652172957,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Moisture analyzers,130.20391706097678,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Molding presses,222.6575880183559,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Mole sieves,311.931734005561,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Monorail cranes,148.63103177455503,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Monte Carlo simulation software,41.1207729468599,1,General office,Workforce digital skills,Non-High-tech skills,1
Moodle,127.11348307079483,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Mooring buoys,373.42765949969146,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Mooring lines,324.722142944222,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Mopeds,191.94712414416648,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Mortars,252.20374660573867,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Motion control software,73.235587088785,1,Business and management,Industrial modelling & geospatial skills,Non-High-tech skills,1
Motion control systems,112.52267867943897,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Motor graders,292.1495882256929,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Motorized carts,336.15278139945764,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Motorized hand trucks,168.2144338905653,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Motorized lifts,443.240818627075,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Motorized scooters,407.83135607011326,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Mountain bikes,249.51984530839553,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Mounting presses,265.42291293399353,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Mouth guards,288.8241017034211,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Moving carts,313.56787411201225,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Moving straps,349.80756263973007,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Mowing equipment,312.4220664788816,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Mozilla Firefox,185.68184066543873,1,General office,Workforce digital skills,Non-High-tech skills,1
Multi-line optical character reader OCR software,158.951157382435,1,General office,Workforce digital skills,Non-High-tech skills,1
Multi-line switchboards,174.60837505278147,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Multi-line telephone systems,157.48110728263237,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Multi-needle sewing machines,454.600690081245,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Multi-tasking,198.06254308274134,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Multimeters,79.99173187064052,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Multiple blade sawing machines,366.188736191569,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Music databases,25.53724726927595,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Music scheduling software,77.51721575378023,1,Business and management,Industrial modelling & geospatial skills,Non-High-tech skills,1
Music software,141.079153888179,1,General office,Workforce digital skills,Non-High-tech skills,1
Music video games,211.063374651199,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
MyFitnessPal,311.5629588654885,1,Sales and merchandising,Design & marketing skills,Non-High-tech skills,1
MySpace,145.5306465663205,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Myers Briggs Type Indicator,167.05610496999637,1,Business and management,Workforce digital skills,Non-High-tech skills,1
NAMD,132.39714766186046,1,Business and management,Software/product dev & data skills,Non-High-tech skills,1
Nail guns,398.8444620374749,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Nail pullers,174.18361596683,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Nail sets,409.0085536445515,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
National Safety Code of Canada,258.5005052869867,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Navigation equipment,323.8335918019097,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Navigation lights,87.2651402995352,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Navigation software,218.18289827113796,1,Sales and merchandising,Industrial modelling & geospatial skills,Non-High-tech skills,1
Nebulizers,329.4447205767869,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Needle machines,445.7597687287681,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Needle nose pliers,154.66016616474408,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Negotiation skills,142.00647120631257,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Net zero,164.56836202779303,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
NetDocuments,151.524021213263,1,General office,Workforce digital skills,Non-High-tech skills,1
NetSuite,130.14541358133866,1,Business and management,Workforce digital skills,Non-High-tech skills,1
NetSuite ERP,138.86547319090718,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Network video recorders,66.30001715901456,1,Trades,Cybersecurity & systems infrastructure skills,Non-High-tech skills,1
Nibblers,355.1396525818313,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Night vision goggles,236.61553346645942,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Nitrile gloves,250.52638478232362,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Nitrogen pumps,280.0911861990985,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Noise monitoring equipment,125.272322035134,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Novell GroupWise,112.10520785658298,1,General office,Workforce digital skills,Non-High-tech skills,1
Novoclimat,152.37511996527766,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Nuance Power PDF,307.053881758124,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Nuclear densometers,64.2635129687402,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Nuclear energy,160.2074120178883,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Nuclear magnetic resonance NMR spectrometers,165.982043717272,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Numbering machines,285.5161422954315,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Numerical control software,143.43622801665498,1,General office,Design & marketing skills,Non-High-tech skills,1
Nut drivers,253.12475009242849,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Nutrition analysis software,172.92995560652548,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Nutrition management software,180.03626135442198,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Nvu,199.25995157527316,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
OHSA standards,204.9293738765999,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
OHSAS 18001,171.4380827567063,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
OMICRON Test Universe,13.125,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Oberon,319.4148705937855,1,Trades,Design & marketing skills,Non-High-tech skills,1
Occupational Health and Safety,261.24418847772023,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Occupational Health and Safety Act,233.2027257154846,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Office Administration,180.9280067350601,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Office suite software,149.6408622219594,1,General office,Workforce digital skills,Non-High-tech skills,1
Oil distributors,364.0135703889675,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Oil filters,231.1266939426881,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Oil furnaces,350.88945162583684,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Oil separators,327.8104934860099,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Oiling equipment,265.5614375631394,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
On board computers,342.1564066448604,1,Trades,Cybersecurity & systems infrastructure skills,Non-High-tech skills,1
On-board computers,342.55567323034745,1,Trades,Cybersecurity & systems infrastructure skills,Non-High-tech skills,1
Online Advertising,117.8279375447473,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Online databases,150.15042038598142,1,General office,Workforce digital skills,Non-High-tech skills,1
Online library databases,210.683148724246,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Online meeting software,159.84287553444906,1,General office,Workforce digital skills,Non-High-tech skills,1
Online registration software,115.12305330863174,1,General office,Workforce digital skills,Non-High-tech skills,1
Ontario Employment Legislation (ESA),180.0939843273635,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Open Dental,204.1886359333859,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Open end wrenches,199.0315782778387,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
OpenTable,254.70270474080485,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Operating microscopes,308.492581874587,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Operations Management,211.06388350346128,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Ophthalmoscopes,157.9682664701058,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Optical character reader OCR software,158.951157382435,1,General office,Workforce digital skills,Non-High-tech skills,1
Optical character recognition OCR software,156.82682296611796,1,General office,Workforce digital skills,Non-High-tech skills,1
Optical character recognition equipment,31.311688786262533,1,Trades,Workforce digital skills,Non-High-tech skills,1
Optical detectors,93.51412212782864,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Optical emission spectrometers,83.1379164909321,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Optical levels,203.69340441716858,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Optical price scanners,161.01274443905675,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Optical scanners,219.48562053948518,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Optical scanning software,145.367786836407,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Oracle Advanced Procurement,115.9961462163049,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Oracle Beehive,272.30803767999225,1,Communication and interaction,Workforce digital skills,Non-High-tech skills,1
Oracle Eloqua,89.6588470925678,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Oracle Enterprise Asset Management eAM,90.0889452032106,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Oracle Essbase,88.64891861145857,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Oracle HRIS,171.9305504729225,1,General office,Workforce digital skills,Non-High-tech skills,1
Oracle Hyperion,94.29712533244836,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Oracle Hyperion Planning,76.53831424766905,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Oracle JD Edwards EnterpriseOne,128.74140433471,1,General office,Workforce digital skills,Non-High-tech skills,1
Oracle Learning Management,129.3482817200314,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Oracle PeopleSoft,149.2625012020569,1,General office,Workforce digital skills,Non-High-tech skills,1
Oracle PeopleSoft Financials,135.30057752225179,1,General office,Workforce digital skills,Non-High-tech skills,1
Oracle PeopleSoft Human Capital Management,150.19816237302166,1,General office,Workforce digital skills,Non-High-tech skills,1
Oracle PeopleSoft Payroll for North America,240.582615135567,1,General office,Workforce digital skills,Non-High-tech skills,1
Oracle Primavera P6 Professional Project Management,161.562173543466,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Oracle Remote Data Capture,118.9640697017343,1,General office,Workforce digital skills,Non-High-tech skills,1
Oracle Universal Content Management,174.567175962041,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Orbital sanders,334.7370123962761,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Order management software,152.37633312402002,1,General office,Workforce digital skills,Non-High-tech skills,1
Order selectors,366.6874474153469,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Ordering of supplies and equipment,285.66985566936455,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Ordering software,231.132963311924,1,General office,Workforce digital skills,Non-High-tech skills,1
Organic carbon analyzers,82.7355064793345,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Organizational Development,166.50803118038985,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Organizational Skills,224.39678740413547,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Orthotic devices,247.93070981472422,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Orthotics,224.1903164573448,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Ostomy bags,303.2578970679381,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Ostomy equipment,201.23519555016998,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Otoscopes,117.38980752763953,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Outriggers,314.0466322576591,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Outside micrometers,211.722135482209,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Overhead cranes,302.0129638017208,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Overhead hoists,283.78508806726023,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Overhead projectors,145.031817428449,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Overlock sewing machines,208.482255357089,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Oxy-acetylene welding,337.44468771212934,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Oxyacetylene welding equipment,199.02975922054816,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Oxygen concentrators,340.08715154266355,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Oxygen cylinders,378.8977299562405,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Oxygen delivery equipment,196.6801747007231,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Oxygen equipment,295.9924791514984,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Oxygen lances,346.0498173987282,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Oxygen meters,102.67470921654635,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Oxygen saturation monitors,198.276774354962,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Oxygen sensors,153.27944677693614,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Oxygen tanks,326.02730142234066,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Oxygen therapy equipment,197.99857781682337,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Oxygen torches,344.6000341451448,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Ozone generators,324.9859166181957,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
PALS (Pediatric Advanced Life Support),199.25005927001854,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
PARTHENON,335.0528178417054,1,Business and management,Software/product dev & data skills,Non-High-tech skills,1
PC Miler,164.39244859889985,1,General office,Workforce digital skills,Non-High-tech skills,1
PE INTERNATIONAL GaBi software,11.5384001064821,1,Business and management,Industrial modelling & geospatial skills,Non-High-tech skills,1
PHYLIP,345.566338492725,1,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
PQ Systems GAGEpack,100.0745714683774,1,Trades,Workforce digital skills,Non-High-tech skills,1
PTC Arbortext,49.0308093835926,1,Communication and interaction,Design & marketing skills,Non-High-tech skills,1
PTC Mathcad,76.50014070776348,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
PUFF,258.1532130766119,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
PVsyst,72.50726295098468,1,Business and management,Industrial modelling & geospatial skills,Non-High-tech skills,1
Pacemakers,198.69936432926576,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Package tracking software,179.2602039371597,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Packaging machines,333.8131566994564,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Packing gauges,290.413970831213,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Padlet,220.85530017400902,1,General office,Workforce digital skills,Non-High-tech skills,1
Paging systems,229.5925652948553,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Paint guns,347.4222763063702,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Paint mixers,278.0686419921994,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Paint rollers,284.53425404651205,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Paint shakers,283.2529048034702,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Paint spray booths,317.544045726896,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Paint spray guns,372.28139787238,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Paint sprayguns,400.3460794645144,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Paint spraying equipment,350.5648040070465,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Paintbrush,385.6810138394493,1,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Painters whites,260.0078151772098,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pallet jacks,289.27651581804827,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Panel boards,223.63143494792615,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Panel lights,292.29069162493175,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Panel saws,306.588195050957,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Panelboards,270.46922730131536,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Paper scissors,420.8125075608855,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Parachutes,341.17371856524994,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Parallel bars,224.61511265375532,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Parbat,335.5055267074303,1,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Parking signs,222.0562853629365,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Particle size analyzers,95.6815053652588,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Particulate filters,194.57629030771062,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Particulate monitors,65.64095662783656,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Parts washers,265.84572444942694,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pascal,282.13146872802037,1,Communication and interaction,Software/product dev & data skills,Non-High-tech skills,1
Passenger buses,251.07626758160822,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pasta cookers,419.99368431408533,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pasta machines,230.77767211824585,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pastry bags,402.26176110660555,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Patient Assessment,201.28834224604202,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Patient care,218.54386253066372,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Patient charting software,174.65781396167,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Patient electronic medical record EMR software,158.4871060140208,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Patient management software,188.8347116038505,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Patient restraints,306.7729018162158,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Patient scheduling software,174.43254875600996,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Patrol boats,206.600402415814,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Pattern plates,390.25442131796643,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
PatternMaker,185.61645049746053,1,Communication and interaction,Design & marketing skills,Non-High-tech skills,1
Pavement breakers,381.8193729004221,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Paychex,211.1133085751107,1,General office,Workforce digital skills,Non-High-tech skills,1
Payment processing software,130.41180295610377,1,General office,Workforce digital skills,Non-High-tech skills,1
Payment processing terminals,117.35077350694993,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Payroll software,189.11732723812335,1,General office,Workforce digital skills,Non-High-tech skills,1
Pedestal grinders,327.73279248589785,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pen tablets,61.25985777979065,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Penultimate,41.34082055926162,1,Business and management,Workforce digital skills,Non-High-tech skills,1
PeopleNet,257.591006299309,1,General office,Workforce digital skills,Non-High-tech skills,1
Pepper spray,77.11066792135958,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Perforators,326.72941954702344,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Peripherally inserted central catheters PICC,192.63184743940502,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Peristaltic pumps,294.1773606714949,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Personal Protective Equipment inventory management and control,170.89111623302588,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Personal flotation devices,234.75823690669668,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Personal protective clothing,282.7251199981381,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Personal protective suits,251.93793517075213,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Personnel lifts,241.06191302286632,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Personnel management software,125.33944139858382,1,General office,Workforce digital skills,Non-High-tech skills,1
Pesticide sprayers,267.94184029867665,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Petrographic microscopes,57.21167537835718,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Petroleum trucks,270.81111392929387,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pharmaceutical software,221.76152063763743,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Pharmacy management software,203.81354764988083,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Phase rotation meters,100.832420068311,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Photo editing software,105.53117935784734,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Photocells,259.3312093107864,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Photocopying equipment,200.56875187404071,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Physical Demands Analysis (PDA),257.07137690065906,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
PhysioGraphic,108.25656495644665,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Pi tapes,257.34362770239636,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pianos,278.63489914382365,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pick axes,435.8259860000206,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pick hammers,210.88760942421715,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Picture archiving and communication systems PACS,174.567175962041,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Piezometers,74.43489797034702,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Pike poles,250.4478313533868,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pile drivers,387.12654189269574,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Pile driving equipment,229.59261498883458,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pin gauges,259.05014424968135,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pin vises,337.1670284537047,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pinwheels,122.8723616189719,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pipe benders,302.6702149649001,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pipe clamps,436.287360970677,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pipe lasers,410.07175250909336,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pipe threaders,416.94147143662474,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pipe threading machines,285.4255424600458,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pipe wrenches,411.9401880394763,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pipelayers,403.6429466700883,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pistols,410.18973692178326,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Piston pumps,215.55499870287275,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pivot Tables,121.8628047202869,1,General office,Workforce digital skills,Non-High-tech skills,1
Pixelmator,109.45712989566,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Pizza ovens,383.48626051456046,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
PlanSwift,101.44358366291128,1,General office,Workforce digital skills,Non-High-tech skills,1
Planetary mixers,420.8787950850516,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Planisware,76.63235951799527,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Planning,169.79091355333708,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Plant maintenance software,183.15076451544934,1,Trades,Workforce digital skills,Non-High-tech skills,1
Planters,345.513753936936,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Plasma arc welding,403.13580328800117,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Plasma cutters,394.2870391917548,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Plasma cutting machines,322.9227443940865,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Plasma reactors,207.406332371201,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Plasma spectrometers,95.6815053652588,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Plaster knives,223.215297026068,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Plate heat exchangers,301.97712583876825,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Platform lifts,287.8768686409722,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Platform trucks,275.05063479626097,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Plating tank,368.292044212076,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Play structures,312.8116629906956,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Playing cards,335.8918270134787,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Plow attachments,326.9043500414795,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Plug gauges,295.1070793363119,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pluggers,262.466531393251,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Plumb bobs,347.83251277688817,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Plumb lines,411.637455167237,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Plumbing fixtures,395.9476812544057,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Plumbing repairs,331.2736912871523,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
