skill,lv.mod,fg.mod,coordinate,groupName,subGroupName,count,m,IM_geo.dum
Manufacturing execution system MES,1,2,753,Technologies,Industrial control software,124,107.0605209634941,0
Manufacturing reporting system,1,1,465,Technologies,Inventory management software,3,104.467637571496,0
Manufacturing resource planning MRP software,1,1,404,Technologies,Enterprise resource planning ERP software,5,104.336287301857,0
Map templates,4,2,900,Tools and Equipment,Miscellaneous or unclassified,35,43.370127878728226,1
MapInfo,4,2,856,Technologies,Map creation software,600,75.13407784857627,1
MapInfo Professional,4,2,912,Technologies,Map creation software,14,45.005025292926604,1
MapR Converged Data Platform,2,3,1607,Technologies,Data base management system software,16,39.04004715343009,0
Mapping software,4,2,802,Technologies,Map creation software,1440,99.96884163423378,1
Maptek Vulcan,4,1,724,Technologies,Analytical or scientific software,23,59.48699123711987,1
MariaDB,2,3,1581,Technologies,Data base management system software,318,13.819240557416387,0
MarkLogic,2,3,1604,Technologies,Data base user interface and query software,16,8.18366858485999,0
MarketSharp,1,4,1889,Technologies,Customer relationship management CRM software,7,183.28417836218676,0
Marketo Marketing Automation,1,4,1893,Technologies,Sales and marketing software,93,86.2713614873228,0
Master control switchers,3,4,1910,Tools and Equipment,Miscellaneous or unclassified,6,44.87991686771158,0
MasterControl software,1,1,291,Technologies,Compliance software,49,102.34002113416274,0
MasterPlan,1,1,295,Technologies,Financial analysis software,240,135.1983043483307,0
Mastercam,4,2,813,Technologies,Computer aided manufacturing CAM software,1915,194.4140274672696,1
Material safety data sheet MSDS software,1,1,498,Technologies,Compliance software,17,177.68607577233354,0
Materials management software,1,1,242,Technologies,Inventory management software,135,284.90716620773713,0
Materials requirement planning MRP software,1,1,156,Technologies,Materials requirements planning logistics and supply chain software,1250,148.9081894931946,0
Mathematical software,2,3,1354,Technologies,Analytical or scientific software,275,49.11582062733579,0
Mavenlink,1,1,161,Technologies,Project management software,291,113.84802250448381,0
MaxScript,5,4,2003,Technologies,Development environment software,387,56.421877258997526,0
Maxima,1,1,325,Technologies,Analytical or scientific software,100,230.7569729792409,0
Maxwell Render,4,4,1927,Technologies,Graphics or photo imaging software,1,NA,1
Maya,5,4,2132,Technologies,Graphics or photo imaging software,3590,93.3451347696301,0
Mayer-Johnson Boardmaker,1,1,626,Technologies,Graphics or photo imaging software,1,NA,0
McAfee,3,3,1705,Technologies,Transaction security and virus protection software,1046,53.45804384904642,0
McNeel Rhinoceros,4,2,1004,Technologies,Computer aided design CAD software,2,NA,1
Meals Plus,1,1,413,Technologies,Data base user interface and query software,63,376.4990204923152,0
Measure Square,1,1,320,Technologies,Project management software,25,237.7778943420842,0
MediaWiki,2,3,1258,Technologies,Web page creation and editing software,38,47.11073734156469,0
Medical billing software,1,1,430,Technologies,Accounting software,75,155.0141950161214,0
Medical imaging software,3,3,1784,Technologies,Medical software,233,74.75122532450116,0
Medical information databases,4,2,967,Technologies,Information retrieval or search software,14,44.819817516942315,1
Medical records software,1,2,751,Technologies,Medical software,260,184.78029802260798,0
Medical software,4,2,848,Technologies,Medical software,2178,179.47607613665798,1
Megohmmeters,2,3,1536,Tools and Equipment,Miscellaneous or unclassified,10,73.235587088785,0
Membership databases,1,1,299,Technologies,Data base user interface and query software,133,133.51552512483013,0
Mentor Graphics,2,3,1200,Technologies,Computer aided design CAD software,158,45.36638111594255,0
Mentor Graphics Calibre,2,3,1201,Technologies,Analytical or scientific software,10,NA,0
Mentor Graphics ModelSim,4,1,732,Technologies,Analytical or scientific software,1,135.409994191981,1
Mentor Graphics PADS,2,3,1410,Technologies,Computer aided design CAD software,3,73.8231297922212,0
Metasploit,3,3,1701,Technologies,Transaction security and virus protection software,381,46.61519739795941,0
MeteorJS,2,3,1637,Technologies,Web platform development software,4,115.440488537899,0
Meter reading software,1,1,202,Technologies,Data base reporting software,17,155.1142339586391,0
MicroStrategy,2,3,1209,Technologies,Business intelligence and data analysis software,2835,61.626317851371766,0
Microcontrollers,2,3,1235,Technologies,Miscellaneous,798,43.56052112636022,0
Microsoft ASP.NET,2,3,1191,Technologies,Web platform development software,369,15.592027870350453,0
Microsoft Access,1,1,14,Technologies,Data base user interface and query software,74836,147.65938457615115,0
Microsoft Active Directory,3,3,1659,Technologies,Internet directory services software,39137,163.90519426723313,0
Microsoft Active Server Pages ASP,2,3,1416,Technologies,Web platform development software,10,8.420482841209576,0
Microsoft ActiveSync,3,3,1755,Technologies,Mobile operator specific application software,107,19.378224215216605,0
Microsoft ActiveX,2,3,1300,Technologies,Object or component oriented development software,254,12.02013964603121,0
Microsoft Axapta,1,1,443,Technologies,Enterprise resource planning ERP software,40,163.71953536512058,0
Microsoft Azure,2,3,1045,Technologies,Cloud Computing,61126,44.1323658985783,0
Microsoft Business Intelligence BI,2,3,1203,Technologies,Enterprise resource planning ERP software,2221,51.11025506399849,0
Microsoft Commerce Server,2,3,1237,Technologies,Web platform development software,13,78.43071663506463,0
Microsoft DirectX,2,3,1282,Technologies,Device drivers or system software,217,54.314640951475546,0
Microsoft Dynamics,1,1,37,Technologies,Enterprise resource planning ERP software,17051,114.68005063654388,0
Microsoft Dynamics AX,1,1,150,Technologies,Enterprise resource planning ERP software,2115,121.78812486130289,0
Microsoft Dynamics CRM,1,1,113,Technologies,Customer relationship management CRM software,3014,80.74789696302534,0
Microsoft Dynamics ERP,1,1,177,Technologies,Enterprise resource planning ERP software,657,122.77284849681743,0
Microsoft Dynamics GP,1,1,99,Technologies,Enterprise resource planning ERP software,1346,129.39142201878516,0
Microsoft Dynamics Marketing,1,1,372,Technologies,Data base user interface and query software,65,98.01982370129323,0
Microsoft Dynamics NAV,1,1,71,Technologies,Enterprise resource planning ERP software,1944,125.89488622550401,0
Microsoft Dynamics SL,1,1,243,Technologies,Enterprise resource planning ERP software,163,140.93351546748764,0
Microsoft ESP SDK,2,3,1099,Technologies,Development environment software,2,5.6,0
Microsoft Entourage,1,1,115,Technologies,Calendar and scheduling software,6736,263.40799093853917,0
Microsoft Excel,1,1,1,Technologies,Spreadsheet software,992537,158.61177521955162,0
Microsoft Exchange,3,3,1666,Technologies,Electronic mail software,8997,60.518628102478594,0
Microsoft Exchange Server,3,3,1727,Technologies,Electronic mail software,1519,23.991798883281394,0
Microsoft Expression Blend,2,3,1371,Technologies,Graphical user interface development software,12,7.283587786259544,0
Microsoft Expression Design,5,4,2104,Technologies,Graphics or photo imaging software,1,NA,0
Microsoft Extensible Application Markup Language (XAML),2,3,1336,Technologies,Development environment software,115,12.185777635026088,0
Microsoft FrontPage,1,1,162,Technologies,Web page creation and editing software,274,138.64692920478032,0
Microsoft High Level Shader Language (HLSL),2,3,1208,Technologies,Development environment software,312,40.31073792703886,0
Microsoft Hyper-V Server,3,3,1791,Technologies,Operating system software,21,39.819631105259994,0
Microsoft Internet Information Service IIS,2,3,1526,Technologies,Transaction server software,5,29.793449220075594,0
Microsoft Internet Information Services IIS,2,3,1298,Technologies,Transaction server software,144,22.884275305784403,0
Microsoft Lync,3,1,652,Technologies,Desktop communications software,888,148.9794533579528,0
Microsoft MapPoint,1,1,131,Technologies,Map creation software,98,92.4898328406938,0
Microsoft Money,1,1,521,Technologies,Financial analysis software,3,135.409994191981,0
Microsoft NetMeeting,1,1,349,Technologies,Video conferencing software,25,153.99610645845252,0
Microsoft Network Monitor,3,3,1763,Technologies,Network monitoring software,42,34.07342186134577,0
Microsoft Office,1,1,2,Technologies,Office suite software,1040827,159.7727625720988,0
Microsoft Office FrontPage,1,1,525,Technologies,Web page creation and editing software,1,NA,0
Microsoft Office Mobile,1,1,247,Technologies,Office suite software,52,142.71358645856694,0
Microsoft Outlook,1,1,12,Technologies,Electronic mail software,276405,163.9583440178295,0
Microsoft Paint,1,1,455,Technologies,Graphics or photo imaging software,22,127.02371236600997,0
Microsoft Power BI,2,3,1125,Technologies,Business intelligence and data analysis software,42524,61.50205843709332,0
Microsoft Power Query Excel,2,1,648,Technologies,Data base reporting software,1399,70.48356385870127,0
Microsoft PowerPivot,2,3,1189,Technologies,Presentation software,1058,65.65179971864801,0
Microsoft PowerPoint,1,1,3,Technologies,Presentation software,383393,147.59609405704566,0
Microsoft PowerShell,2,3,1060,Technologies,Development environment software,17238,31.114038583893503,0
Microsoft Proclarity,1,1,503,Technologies,Data base reporting software,19,42.235077668524006,0
Microsoft Project,1,1,30,Technologies,Project management software,54844,123.28829625883816,0
Microsoft Publisher,1,1,184,Technologies,Desktop publishing software,4637,162.87545918422478,0
Microsoft SQL Server,2,3,1056,Technologies,Data base user interface and query software,31835,25.353145527611492,0
Microsoft SQL Server Integration Services SSIS,2,3,1254,Technologies,Enterprise application integration software,593,17.253261150645063,0
Microsoft SQL Server Reporting Services,2,3,1158,Technologies,Data base reporting software,1154,24.262600796562904,0
Microsoft SQL Server Reporting Services (SSRS),2,3,1157,Technologies,Data base user interface and query software,6044,30.000180438484016,0
Microsoft SharePoint,1,1,38,Technologies,Project management software,65862,115.51181503883093,0
Microsoft Silverlight,2,3,1268,Technologies,Web platform development software,82,33.333792678463524,0
Microsoft System Center,3,3,1680,Technologies,Enterprise system management software,1461,38.16139928803573,0
Microsoft Systems Management Server,3,3,1825,Technologies,Enterprise system management software,33,37.87653370236305,0
Microsoft Team Foundation Server,2,3,1114,Technologies,Project management software,1482,26.08154348090594,0
Microsoft Virtual Server,3,3,1687,Technologies,Application server software,626,21.141003267475444,0
Microsoft Visio,1,1,36,Technologies,Graphics or photo imaging software,34383,95.49957004385388,0
Microsoft Visual Basic,2,3,1071,Technologies,Development environment software,9650,29.27906582362321,0
Microsoft Visual Basic Scripting Edition (VBScript),2,3,1206,Technologies,Object or component oriented development software,1117,37.979513435768446,0
Microsoft Visual Basic for Applications (VBA),2,3,1073,Technologies,Development environment software,14293,62.5754480115131,0
Microsoft Visual Basic.NET,2,3,1139,Technologies,Object or component oriented development software,104,13.089659611044612,0
Microsoft Visual C#,2,3,1444,Technologies,Object or component oriented development software,74,45.96125009485995,0
Microsoft Visual FoxPro,2,3,1455,Technologies,Object oriented data base management software,40,12.32912743526443,0
Microsoft Visual InterDev,2,4,1902,Technologies,Web platform development software,1,NA,0
Microsoft Visual SourceSafe,2,3,1500,Technologies,Development environment software,11,7.654275075777837,0
Microsoft Visual Studio,2,3,1025,Technologies,Development environment software,7157,19.644049101107345,0
Microsoft Visual Studio Team Foundation Server,2,3,1407,Technologies,Development environment software,61,32.824284648786985,0
Microsoft Visual Studio Test Professional,2,3,1530,Technologies,Program testing software,13,13.125,0
Microsoft Volume Shadow Copy Service,2,3,1373,Technologies,Backup or archival software,2,3.38931297709924,0
Microsoft Windows,1,1,5,Technologies,Operating system software,98365,136.6929550203266,0
Microsoft Windows Mobile,3,3,1667,Technologies,Operating system software,236,97.19668079134023,0
Microsoft Windows PowerShell,2,3,1155,Technologies,Operating system software,755,27.82104114021775,0
Microsoft Windows Pre-installation Environment,3,3,1858,Technologies,Operating system software,3,5.38461538461538,0
Microsoft Windows Server,3,3,1658,Technologies,Application server software,16708,32.093267787084685,0
Microsoft Windows Sysprep,3,3,1771,Technologies,Configuration management software,56,56.77074182989462,0
Microsoft Windows XP,3,1,653,Technologies,Operating system software,1772,143.670426516976,0
Microsoft Windows XP Professional,3,1,671,Technologies,Operating system software,12,88.97824446957013,0
Microsoft Word,1,1,4,Technologies,Word processing software,799408,163.41430165627065,0
Microsoft Works,1,1,464,Technologies,Office suite software,103,179.10026009101915,0
Microsoft operating system,3,3,1664,Technologies,Operating system software,25005,92.54049798040342,0
Microsoft suite,1,1,11,Technologies,Office suite software,251540,151.4820209858323,0
Migration software,2,3,1347,Technologies,Platform interconnectivity software,54,85.36553147412879,0
Milano Spa,1,1,195,Technologies,Data base user interface and query software,66,189.19170878065867,0
Mind mapping software,4,2,887,Technologies,Pattern design software,8,29.278706297443772,1
Mine Planning Software,4,1,687,Technologies,Facilities management software,275,87.07077039301396,1
MineSight,4,1,686,Technologies,Computer aided design CAD software,242,60.131643453584516,1
Minitab,1,1,119,Technologies,Analytical or scientific software,1191,81.56583330335519,0
MinuteMan Systems MinuteMan Project Management Software,2,2,764,Technologies,Project management software,1,135.409994191981,0
Mobile application software,2,3,1328,Technologies,Mobile operator specific application software,54,186.07984857341918,0
Mobile cone penetrometer MCP systems,3,3,1699,Tools and Equipment,Miscellaneous or unclassified,204,25.21177197849894,0
Mobile data computers,3,5,2151,Tools and Equipment,Information Technology and telecommunications,1746,154.0971266979488,0
Mobile data terminals,3,2,797,Tools and Equipment,Miscellaneous or unclassified,34,51.441541189048465,0
Mobile telephones,3,3,1836,Tools and Equipment,Miscellaneous or unclassified,6,11.64880289532295,0
Modelica,2,3,1490,Technologies,Object or component oriented development software,19,NA,0
Modeling software,4,4,1915,Technologies,Analytical or scientific software,2058,66.8431544110903,1
Modems,3,3,1686,Tools and Equipment,Information Technology and telecommunications,1934,66.3107862671462,0
Modula,1,1,429,Technologies,Object or component oriented development software,24,298.64997652172957,0
MongoDB,2,3,1122,Technologies,Data base management system software,6180,17.234586044327884,0
Monte Carlo simulation software,1,1,566,Technologies,Financial analysis software,8,41.1207729468599,0
Moodle,1,1,85,Technologies,Computer based training software,4129,127.11348307079483,0
Motion capture software,5,4,2092,Technologies,Video creation and editing software,6,NA,0
Motion control software,4,2,932,Technologies,Industrial control software,6,73.235587088785,1
Motion graphics software,5,4,1993,Technologies,Graphics or photo imaging software,42,84.8541264467518,0
Mozilla Firefox,1,1,343,Technologies,Internet browser software,323,185.68184066543873,0
Mozilla Thunderbird,3,4,1911,Technologies,Electronic mail software,9,135.409994191981,0
Multi-line optical character reader OCR software,1,1,288,Technologies,Optical character reader OCR or scanning software,69,158.951157382435,0
Multidimensional Expressions MDX,2,3,1475,Technologies,Data base management system software,16,40.485885135714916,0
Multimedia projectors,3,3,1839,Tools and Equipment,Miscellaneous or unclassified,32,65.91522407470593,0
Multiprotocol Label Switching MPLS,3,3,1813,Technologies,Internet protocol IP multimedia subsystem software,3,NA,0
Multitask software,2,3,1640,Technologies,Calendar and scheduling software,4,NA,0
Music databases,5,4,2101,Technologies,Data base user interface and query software,2,25.53724726927595,0
Music scheduling software,4,2,975,Technologies,Calendar and scheduling software,3,77.51721575378023,1
Music software,1,1,418,Technologies,Music or sound editing software,23,141.079153888179,0
Musical instrument digital interface MIDI software,2,3,1550,Technologies,Music or sound editing software,4,362.82625529627,0
MyFitnessPal,5,4,2143,Technologies,Analytical or scientific software,3,311.5629588654885,0
MySQL,2,3,1034,Technologies,Data base user interface and query software,13956,21.907403460192402,0
MySpace,5,4,2062,Technologies,NA,79,145.5306465663205,0
Myers Briggs Type Indicator,1,1,451,Technologies,Medical software,26,167.05610496999637,0
NAMD,2,3,1533,Technologies,Analytical or scientific software,4,132.39714766186046,0
NCSS,1,1,425,Technologies,Analytical or scientific software,116,162.711069330048,0
NOW Solutions emPath,1,3,1011,Technologies,Human resources software,1,32.0006309894704,0
Nagios,2,3,1126,Technologies,Network monitoring software,1139,34.33117716233598,0
National Instruments LabVIEW,4,3,1875,Technologies,Development environment software,296,62.66711548511625,1
National Instruments TestStand,2,3,1400,Technologies,Development environment software,8,3.38931297709924,0
Natural Language Processing (NLP) / Computational Linguistics,2,3,1178,Technologies,Artificial Intelligence,3789,40.2051513984889,0
Navigation software,4,2,852,Technologies,Route navigation software,148,218.18289827113796,1
Needs analysis software,2,3,1481,Technologies,Financial analysis software,43,99.18024249290744,0
Nessus,3,3,1702,Technologies,Transaction security and virus protection software,758,54.38847576917061,0
NetDocuments,1,1,508,Technologies,Document management software,64,151.524021213263,0
NetIQ,3,3,1754,Technologies,Administration software,38,40.19813212588562,0
NetSuite,1,1,46,Technologies,Enterprise resource planning ERP software,7524,130.14541358133866,0
NetSuite ERP,1,1,597,Technologies,Enterprise resource planning ERP software,1092,138.86547319090718,0
Network Administration,3,3,1661,Occupational Skills,IT infrastructure and cybersecurity,8469,27.715288011355472,0
Network Communications,3,3,1704,Occupational Skills,IT infrastructure and cybersecurity,814,68.11086877270674,0
Network addressable storage NAS software,3,3,1792,Technologies,Internet directory services software,65,27.244793307185905,0
Network analyzers,2,3,1281,Tools and Equipment,Miscellaneous or unclassified,244,54.81788378896671,0
Network cabling systems,3,3,1822,Tools and Equipment,Miscellaneous or unclassified,12,66.063494921342,0
Network design software,3,3,1773,Technologies,Computer aided design CAD software,21,53.17980013762001,0
Network file servers,3,3,1827,Tools and Equipment,Miscellaneous or unclassified,9,60.76014354840319,0
Network management software,3,3,1744,Technologies,Administration software,227,91.91623654135837,0
Network monitoring software,3,3,1767,Technologies,Network monitoring software,44,41.37003375186369,0
Network protocol analyzers,3,3,1776,Tools and Equipment,Miscellaneous or unclassified,35,36.5023560662161,0
Network routers,3,3,1688,Tools and Equipment,Miscellaneous or unclassified,223,24.828236630467448,0
Network switches,3,3,1684,Tools and Equipment,Information Technology and telecommunications,945,32.388379752379414,0
Network video recorders,3,3,1783,Tools and Equipment,Miscellaneous or unclassified,45,66.30001715901456,0
Network-Attached Storage,3,3,1674,Occupational Skills,IT infrastructure and cybersecurity,4594,149.9560905146184,0
Neural Networks,2,3,1131,Technologies,Artificial Intelligence,1350,36.60403550281975,0
Nmap,3,3,1703,Technologies,Transaction security and virus protection software,337,42.460413595055236,0
NoSQL,2,3,1066,Technologies,Data base management system software,9433,19.853568075308193,0
NodeJS,2,3,1123,Technologies,Web platform development software,11396,17.607472224294334,0
Non-Fungible Tokens,5,4,2136,Technologies,Storage networking software,228,128.75780214213563,0
Novell GroupWise,1,1,40,Technologies,Electronic mail software,29,112.10520785658298,0
Novell NetWare,3,3,1787,Technologies,Network monitoring software,54,28.48980812203138,0
Novell eDirectory,3,3,1781,Technologies,Internet directory services software,17,11.280429295800268,0
Nslookup,3,3,1802,Technologies,Network monitoring software,70,31.226415556875764,0
Nuance Power PDF,1,1,623,Technologies,Document management software,2,307.053881758124,0
Nuclear densometers,4,2,904,Tools and Equipment,Miscellaneous or unclassified,16,64.2635129687402,1
Numerical analysis software,2,3,1618,Technologies,Analytical or scientific software,8,NA,0
Numerical control software,5,1,746,Technologies,Industrial control software,6,143.43622801665498,0
Nunit,2,3,1204,Technologies,Program testing software,501,10.43490618440207,0
Nutrition analysis software,1,1,375,Technologies,Analytical or scientific software,14,172.92995560652548,0
Nutrition management software,1,1,527,Tools and Equipment,Miscellaneous or unclassified,11,180.03626135442198,0
Nvu,1,1,426,Technologies,Web page creation and editing software,213,199.25995157527316,0
OAuth (Open Authorization),2,3,1130,Technologies,Transaction security and virus protection software,3310,22.833772461318894,0
OMICRON Test Universe,4,2,953,Technologies,Analytical or scientific software,15,13.125,1
Oasys,2,3,1144,Technologies,Data base user interface and query software,150,96.76312437114099,0
Oberon,5,1,748,Technologies,Object or component oriented development software,6,319.4148705937855,0
Object oriented programming software,2,3,1621,Technologies,Object oriented data base management software,5,7.74948434277142,0
Object-oriented programming languages,2,3,1033,Technologies,Object or component oriented development software,4763,21.348014059855174,0
Objective C,2,3,1186,Technologies,Object or component oriented development software,735,20.79164891017435,0
Objective Decision Contactizer Pro,2,2,765,Technologies,Data base user interface and query software,1,135.409994191981,0
Office suite software,1,1,114,Technologies,Office suite software,22585,149.6408622219594,0
OfficeWork Software TurboProject,2,2,766,Technologies,Project management software,1,135.409994191981,0
On board computers,3,2,790,Tools and Equipment,Miscellaneous or unclassified,105,342.1564066448604,0
On-board computers,3,2,784,Tools and Equipment,Miscellaneous or unclassified,306,342.55567323034745,0
OnShape,4,4,1938,Technologies,Computer aided design CAD software,20,81.0417820669229,1
Online analytical processing OLAP software,2,3,1225,Technologies,Data base user interface and query software,36,109.16230745936078,0
Online databases,1,1,128,Technologies,Data base user interface and query software,1363,150.15042038598142,0
Online library databases,1,1,612,Technologies,Information retrieval or search software,6,210.683148724246,0
Online meeting software,1,1,491,Technologies,Video conferencing software,126,159.84287553444906,0
Online registration software,1,1,357,Technologies,Data base user interface and query software,23,115.12305330863174,0
Open Computing Language (OpenCL),2,3,1341,Technologies,Object or component oriented development software,106,45.11583284243097,0
Open Dental,1,1,265,Technologies,Medical software,152,204.1886359333859,0
Open Shortest Path First OSPF,3,3,1807,Technologies,Internet protocol IP multimedia subsystem software,11,NA,0
OpenClinica,2,2,781,Technologies,Data base user interface and query software,7,55.8233623874367,0
OpenGL,2,3,1032,Technologies,Graphics or photo imaging software,586,23.542517270694756,0
OpenStack,2,3,1601,Technologies,Data base management system software,744,28.172868378080118,0
OpenTable,1,1,176,Technologies,Data base user interface and query software,1284,254.70270474080485,0
OpenText Livelink ECM,2,3,1395,Technologies,Content workflow software,35,54.80693517367598,0
OpenText eDOCS DM,2,3,1349,Technologies,Document management software,42,99.67463141705042,0
Operating system software,3,3,1672,Technologies,Operating system software,3361,10.479996071405623,0
Operator consoles,3,3,1779,Tools and Equipment,Miscellaneous or unclassified,54,20.87868088627178,0
Optical character reader OCR software,1,1,286,Technologies,Optical character reader OCR or scanning software,69,158.951157382435,0
Optical character recognition OCR software,1,1,287,Technologies,Optical character reader OCR or scanning software,88,156.82682296611796,0
Optical character recognition equipment,1,2,755,Tools and Equipment,Miscellaneous or unclassified,38,31.311688786262533,0
Optical imaging systems,3,3,1795,Technologies,Graphics or photo imaging software,12,71.19644715982639,0
Optical scanning software,1,1,531,Technologies,Optical character reader OCR or scanning software,6,145.367786836407,0
Optical spectrum analyzers,2,3,1323,Tools and Equipment,Miscellaneous or unclassified,8,31.533939607549478,0
Optimization software,5,4,2008,Technologies,Analytical or scientific software,527,103.71674649908552,0
OrCAD Capture,2,3,1431,Technologies,Computer aided design CAD software,28,37.71207505925196,0
Oracle,2,3,1065,Technologies,Data base user interface and query software,65405,105.56365405255653,0
Oracle Advanced Procurement,1,1,348,Technologies,Procurement software,71,115.9961462163049,0
Oracle Application Express APEX,2,3,1447,Technologies,Web platform development software,45,41.52667669166461,0
Oracle Application Server,2,3,1152,Technologies,Application server software,1683,28.992823312796727,0
Oracle Beehive,1,1,218,Technologies,Expert system software,222,272.30803767999225,0
Oracle Business Intelligence Enterprise Edition,2,3,1348,Technologies,Business intelligence and data analysis software,95,32.87286713772034,0
Oracle Business Intelligence Publisher,2,3,1427,Technologies,Enterprise resource planning ERP software,16,30.825117209369907,0
Oracle Business Intelligence Suite,2,3,1271,Technologies,Data base reporting software,56,35.4750888526777,0
Oracle Clinical,2,3,1460,Technologies,Data base user interface and query software,34,189.01238389436134,0
Oracle DBMS,2,3,1168,Technologies,Data base user interface and query software,1187,26.35484389348428,0
Oracle Data Guard,2,3,1264,Technologies,Backup or archival software,304,20.617034628798766,0
Oracle Data Integrator,2,3,1252,Technologies,Enterprise application integration software,214,21.381466176255937,0
Oracle Designer,2,3,1496,Technologies,Web platform development software,80,7.809233243334657,0
Oracle E-Business Suite,2,3,1372,Technologies,Enterprise resource planning ERP software,324,70.01522478238812,0
Oracle E-Business Suite Financials,2,3,1635,Technologies,Financial analysis software,1,NA,0
Oracle Eloqua,1,4,1887,Technologies,Customer relationship management CRM software,826,89.6588470925678,0
Oracle Enterprise Asset Management eAM,1,1,153,Technologies,Facilities management software,225,90.0889452032106,0
Oracle Enterprise Manager,2,3,1248,Technologies,Data base management system software,401,42.8881663000835,0
Oracle Enterprise Manager Cloud Control,2,3,1630,Technologies,Data base management system software,8,10.471783997146888,0
Oracle Essbase,1,1,103,Technologies,Data base user interface and query software,1341,88.64891861145857,0
Oracle Fusion Applications,2,3,1414,Technologies,Enterprise resource planning ERP software,68,32.70851740393117,0
Oracle Fusion Middleware,2,3,1247,Technologies,Enterprise application integration software,237,12.965061259446648,0
Oracle Golden Gate,2,3,1265,Technologies,Data base management system software,77,11.448840834574218,0
Oracle HRIS,1,1,25,Technologies,Human resources software,28462,171.9305504729225,0
Oracle Hyperion,1,1,16,Technologies,Enterprise resource planning ERP software,4002,94.29712533244836,0
Oracle Hyperion Planning,1,1,17,Technologies,Financial analysis software,526,76.53831424766905,0
Oracle Inventory,2,3,1294,Technologies,Inventory management software,90,159.5772839630462,0
Oracle JD Edwards EnterpriseOne,1,1,47,Technologies,Enterprise resource planning ERP software,188,128.74140433471,0
Oracle JDBC,2,3,1216,Technologies,Data base user interface and query software,1024,16.977192790121602,0
Oracle Java 2 Platform Enterprise Edition J2EE,2,3,1599,Technologies,Development environment software,161,34.92821367366526,0
Oracle JavaServer Pages JSP,2,3,1440,Technologies,Web platform development software,37,3.8012569097130857,0
Oracle Jdeveloper,2,3,1327,Technologies,Development environment software,93,12.323034706289379,0
Oracle Learning Management,1,1,84,Technologies,Human resources software,18951,129.3482817200314,0
Oracle Migration Workbench,1,1,289,Technologies,Data base management system software,15,23.18559019073566,0
Oracle PeopleSoft,1,1,23,Technologies,Enterprise resource planning ERP software,16030,149.2625012020569,0
Oracle PeopleSoft Enterprise,1,1,306,Technologies,Enterprise resource planning ERP software,84,45.27058941079649,0
Oracle PeopleSoft Financials,1,1,221,Technologies,Enterprise resource planning ERP software,604,135.30057752225179,0
Oracle PeopleSoft Human Capital Management,1,1,316,Technologies,Enterprise resource planning ERP software,131,150.19816237302166,0
Oracle PeopleSoft Payroll for North America,1,1,572,Technologies,Time accounting software,7,240.582615135567,0
Oracle Primavera P6 Professional Project Management,1,1,510,Technologies,Project management software,14,161.562173543466,0
Oracle Real Application Cluster RAC,2,3,1438,Technologies,Clustering software,25,11.5384001064821,0
Oracle Recovery Manager,3,3,1721,Technologies,Backup or archival software,255,91.32926294459,0
Oracle Remote Data Capture,1,1,269,Technologies,Analytical or scientific software,34,118.9640697017343,0
Oracle Reports,2,3,1326,Technologies,Data base reporting software,262,44.96459748879775,0
Oracle SQL Developer,2,3,1199,Technologies,Development environment software,408,45.97317971209948,0
Oracle SQL Loader,2,3,1314,Technologies,Data base reporting software,42,12.49833002320982,0
Oracle SQL Plus,2,3,1149,Technologies,Data base reporting software,164,14.365405718779035,0
Oracle Siebel CRM,2,3,1081,Technologies,Customer relationship management CRM software,1987,81.92833333392885,0
Oracle Solaris,2,3,1211,Technologies,Operating system software,2216,72.95026831742531,0
Oracle Solaris Zones,2,3,1489,Technologies,Application server software,42,13.594877026549419,0
Oracle Taleo,1,3,1010,Technologies,Human resources software,22,26.70156085329938,0
Oracle Universal Content Management,1,1,620,Technologies,Document management software,3,174.567175962041,0
Oracle Warehouse Builder,2,3,1375,Technologies,Metadata management software,47,5.426584759444955,0
Oracle WebLogic,2,3,1173,Technologies,Application server software,2364,21.816885423893535,0
Oracle WebLogic Server,2,3,1249,Technologies,Application server software,190,12.933253223544556,0
Order management software,1,1,230,Technologies,Procurement software,320,152.37633312402002,0
Ordering software,1,1,179,Technologies,Inventory management software,1124,231.132963311924,0
Oscilloscopes,2,3,1197,Tools and Equipment,Medical and dental,1527,48.53169047245342,0
Outage management system OMS,4,2,942,Technologies,Industrial control software,149,104.0272907810054,1
PARTHENON,2,3,1487,Technologies,Computer aided design CAD software,64,335.0528178417054,0
PC Miler,1,1,302,Technologies,Materials requirements planning logistics and supply chain software,433,164.39244859889985,0
PE INTERNATIONAL GaBi software,4,1,733,Technologies,Analytical or scientific software,11,11.5384001064821,1
PHP,2,3,1105,Technologies,Web platform development software,7697,28.977801827813096,0
PL/SQL,2,3,1117,Technologies,Data base user interface and query software,5798,21.13600843142717,0
PQ Systems GAGEpack,1,1,536,Technologies,Industrial control software,6,100.0745714683774,0
PREMIS,2,3,1244,Technologies,Data base user interface and query software,35,199.69622117892254,0
PRONTO Xi,1,1,635,Technologies,Enterprise resource planning ERP software,1,NA,0
PTC Arbortext,5,4,2100,Technologies,Desktop publishing software,6,49.0308093835926,0
PTC Creo Parametric,4,4,1929,Technologies,Computer aided design CAD software,3,NA,1
PTC Mathcad,4,1,678,Technologies,Analytical or scientific software,340,76.50014070776348,1
PUFF,1,1,194,Technologies,Computer aided design CAD software,323,258.1532130766119,0
