skill,score,digital_assign
Lensometers,267.1167741293561,0
Level gauges,161.9658133531082,0
Level indicators,123.64788003006106,0
Level probes,94.87204901135759,0
Level protractors,261.8910156866695,0
Level transmitters,114.51161108657564,0
LexisNexis,137.1032222012191,1
LibreOffice,157.69306383903415,1
Life cycle assessment LCA software,124.14190237054068,1
Life jackets,287.29017463021125,0
Life preservers,206.1476019997099,1
Life vests,224.2853626786684,0
Lifeboats,278.7079257376676,0
Lifelines,281.58357295230167,0
Lift bars,303.2747895988565,0
Lift beams,355.4199246794714,0
Lift chairs,251.53944902482985,0
Lift trucks,294.73690239218115,0
Lifting Equipment,309.27227198937663,0
Lifting arms,264.28398174679506,0
Lifting hooks,376.7897651467687,0
Lifting slings,342.00476281015085,0
Light boxes,293.7133405402337,0
Light detection and ranging LIDAR systems,87.61494297432883,1
Light meters,132.31355971424253,0
Light microscopes,250.08612351614423,0
Lighting calculation software,19.57060155501632,1
Lighting grids,25.2188413618859,1
Lightning protection systems,438.7285482976073,0
Limit switches,206.56557513061122,0
Line cutters,491.836974307721,0
Line lasers,206.9275028984951,0
Line locators,289.3169053786481,0
Line setters,404.965601617496,0
Line trimmers,407.6347221444389,0
Line trucks,220.3085959386991,0
Linear accelerator equipment,130.126354346285,0
Lint filters,431.1842101035048,0
Linux,32.21832843082554,1
Liquid filling machines,391.72156971487,0
Liquid handling robots,85.76452935441691,0
Liquid nitrogen freezers,25.6494733747416,1
Liquid pumps,252.3325010643132,0
Liquid storage tanks,151.57793006660432,0
LiquidPlanner,154.483096815684,1
Listserv software,134.41669213098544,1
Litigation management software,148.77152489636052,1
Litigation support software,208.36419001006917,1
Live microphones,41.281020972994234,1
Live streaming software,83.07648367642919,1
Load Link,92.72706165437262,1
Load balancers,22.168952010056564,1
Load cells,167.3482343757291,0
Load frames,123.80839303802757,0
Load hooks,264.1553611269189,0
Loader backhoes,339.38984100221023,0
Loading and unloading,349.0511273061835,0
Loading scales,330.303798562092,0
Loan origination software,134.66987420506325,1
Local Marketing,178.12028001163102,0
Local area network LAN software,32.74758526676938,1
Local exhaust ventilation LEV systems,61.383113528608256,1
Locomotive air brakes,213.8587228914643,0
Log loaders,263.6150882790122,0
Log stackers,207.406332371201,0
LogRhythm,37.86480132404001,1
Logger software,228.077172199594,1
Logic analyzers,35.03454324888955,1
Logic probes,34.771877160602564,1
Logistics Management,149.020097676853,0
Looms,412.72193801804696,0
Loppers,422.7515398624039,0
Lorenz DocuBridge,100.832420068311,1
Lottery machines,158.7888766246454,0
Loudspeaker systems,213.4796613904986,0
Loudspeakers,174.43455666952138,0
Loupes,270.8182887389255,0
Low boys,390.73937690872225,0
Low temperature freezers,279.03440328333227,0
Lowboy trailers,339.5776071081419,0
Lowboys,340.15843799269123,0
Lower body weight machines,84.7704955745783,0
Lower extremity prosthetic devices,269.186233408824,0
Lua,80.23263188028761,1
Lubrication,290.02642459370537,0
Lubrication systems,212.7708389440303,0
Lucidchart,69.98085547514411,1
Lug wrenches,195.679129960287,0
Luggage carts,287.30728156854235,0
Lysimeters,25.6494733747416,1
M code,155.79570421443768,1
M-code,167.41901184005658,1
MASterMind,193.88955698307666,1
MATLAB,54.83228587827784,1
MAXON CINEMA 4D,115.440488537899,1
MEDENT,126.03747566739746,1
MEDITECH HCIS,28.68332639293919,1
MEDITECH software,207.99700060573238,1
"MIMO (multiple input, multiple output)",360.8800060574292,1
MINDBODY,199.97108803950792,1
MODPATH,54.9593152716093,1
MP3 players,197.99388417579968,0
MRP software,155.3479685441352,1
Machine Fitting,230.258586014431,0
Machine Learning,58.36814489929409,1
Machine control software,35.71475094440209,1
Machine control systems,198.78394423129373,1
Machine lathes,212.44543484935681,0
Machine markers,193.922625160654,0
Machine rollers,346.9992392537376,0
Machine templates,327.0192018710865,0
Machinery cleaning,344.76091158721835,0
Machinery/equipment repairs,238.5231076164454,0
Machining centers,243.39232640381277,0
Macromedia Dreamweaver,70.26799742288227,1
Macros,94.75401434892427,1
MadCap Flare,55.07625372664757,1
Magellan Firmware,5.6,1
Magma,174.24520272203034,1
Magnehelic gauges,14.2911966005291,1
Magnetic resonance imaging MRI systems,180.40085175654266,0
Magnetometers,216.69003805498505,0
Magnifiers,250.101467550447,0
Magnifying glasses,334.13560921443553,0
Mail bags,237.72044807587685,0
Mail bins,255.93490652195737,0
Mail carts,278.3426552581715,0
MailChimp,115.6638510207376,1
Mailing machines,252.73237316267364,0
Mainframe computers,31.18746237431247,1
Mainsaver Asset Management,171.09871997390263,1
Maintenance management software,162.7797762071525,1
Maintenance planning software,190.2489161045713,1
Maintenance planning systems,142.00385921748693,0
Maintenance reporting software,99.35305547628876,1
Maintenance scheduling software,188.89997890234716,1
Maintenance software,169.16386832608123,1
Maintenance tracking software,154.45909057645466,1
Majestic SEO,98.13694966836161,1
Mallets,365.27345329093316,0
Management information systems MIS,91.11974626685627,1
Management of unionized employees,178.5054673658656,0
ManagerPlus,123.33151535722001,1
Mandarin language,207.7457415287354,0
Mandolines,373.202133430355,0
Mandolins,411.26333817235604,0
Manhattan Scale,115.83529464609646,1
Manicure tables,445.2686890311295,0
Manlifts,289.70133067264806,0
Manometers,329.9803237370037,0
Manual J,264.72107178015847,0
Manual lathes,215.40959362173618,0
Manual mills,253.47361019018663,0
Manual pallet jacks,300.26322065999324,0
Manual rollers,358.62906298842864,0
Manual shears,421.9334853755059,0
Manufacturing execution system MES,107.0605209634941,1
Manufacturing reporting system,104.467637571496,1
Manufacturing resource planning MRP software,104.336287301857,1
Manure spreaders,326.7720837878219,0
Map templates,43.370127878728226,1
MapInfo,75.13407784857627,1
MapInfo Professional,45.005025292926604,1
MapR Converged Data Platform,39.04004715343009,1
Mapping software,99.96884163423378,1
Maptek Vulcan,59.48699123711987,1
MariaDB,13.819240557416387,1
MarkLogic,8.18366858485999,1
MarketSharp,183.28417836218676,1
Marketing Strategy,112.72353639042316,0
Marketo Marketing Automation,86.2713614873228,1
Masonry saws,338.6333411688173,0
Mass flow meters,207.406332371201,0
Mass spectrometers,90.22669699783587,0
Mass spectrometry equipment,95.14404841624179,0
Massage equipment,386.76209777348544,0
Massage tables,365.0526528573534,0
Massagers,231.34628040546727,0
Master control switchers,44.87991686771158,1
MasterControl software,102.34002113416274,1
MasterPlan,135.1983043483307,1
Mastercam,194.4140274672696,1
Material Safety Data Sheets (MSDS),333.958833778971,0
Material carts,306.8719301067605,0
Material conveyors,265.1748359413818,0
Material handling aerial devices,249.181698354905,0
Material hoists,187.4224272522889,0
Material hoppers,319.6693513857159,0
Material safety data sheet MSDS software,177.68607577233354,1
Materials management software,284.90716620773713,1
Materials requirement planning MRP software,148.9081894931946,1
Mathematical skills,223.7176362607982,0
Mathematical software,49.11582062733579,1
Mattocks,217.13287914243077,0
Mavenlink,113.84802250448381,1
MaxScript,56.421877258997526,1
Maxima,230.7569729792409,1
Maya,93.3451347696301,1
McAfee,53.45804384904642,1
Meals Plus,376.4990204923152,1
Measure Square,237.7778943420842,1
Measurement calipers,210.71840844334284,0
Measuring chains,266.2251158998435,0
Measuring sticks,370.395352232583,0
Measuring utensils,380.40038744939693,0
Measuring wheels,385.9321537774307,0
Meat grinders,377.4800038406312,0
Meat saws,377.2774735582071,0
Meat slicers,385.9782972101298,0
Mechanical aptitude,278.74822100857455,0
Mechanical hoists,275.66410959868176,0
Mechanical lift devices,229.58132070629,0
Mechanical lifts,329.64567438306705,0
Mechanical repairs,219.55837355801995,0
Mechanical restraints,315.64838229425743,0
Mechanical skills,238.79917913588653,0
Mechanical spray nozzles,324.637258599471,0
Mechanical sweepers,308.8045334712481,0
Mechatronics,145.36712591661203,0
MediaWiki,47.11073734156469,1
Medical billing software,155.0141950161214,1
Medical imaging software,74.75122532450116,1
Medical information databases,44.819817516942315,1
Medical lasers,116.36437858744489,0
Medical masks,248.92284899207854,0
Medical records software,184.78029802260798,1
Medical software,179.47607613665798,1
Medication administration systems,217.8815285241426,0
Medicine balls,335.6771890940849,0
Meggers,135.507779786597,0
Megohmmeters,73.235587088785,1
Melting point apparatus,116.408833691682,0
Melting tanks,214.36910952114135,0
Membership databases,133.51552512483013,1
Mendel,82.5961437551303,1
Mentor Graphics,45.36638111594255,1
Mentor Graphics ModelSim,135.409994191981,1
Mentor Graphics PADS,73.8231297922212,1
Mercury manometers,428.417156477295,0
Metal bending equipment,266.251439148718,0
Metal cutters,371.99982442928103,0
Metal cutting band saws,276.76863120446944,0
Metal grinders,269.1100614466306,0
Metal shears,404.8373058375935,0
Metal snips,376.61053957662085,0
Metal spray equipment,370.52347300453897,0
Metal stamping dies,239.1417614354142,0
Metasploit,46.61519739795941,1
MeteorJS,115.440488537899,1
Meter reading software,155.1142339586391,1
Metering pumps,211.01334685568605,0
Metric calipers,440.525930418545,0
Metric weights,260.42991577716606,0
MicroStrategy,61.626317851371766,1
Microcontrollers,43.56052112636022,1
Microdermabrasion machines,133.997196755789,0
Microfiche machines,196.14953326912263,0
Microfilm readers,200.6152600807449,0
Microgrids (electrical),106.285740968733,0
Micrometers,257.2855287641616,0
Micron gauges,480.84088547235075,0
Micropipettes,86.83452674549369,0
Microplate readers,98.73925954947697,0
Microscope slides,99.2689211163417,0
Microscopes,186.3916979261303,0
Microsoft ASP.NET,15.592027870350453,1
Microsoft Access,147.65938457615115,1
Microsoft Active Directory,163.90519426723313,1
Microsoft Active Server Pages ASP,8.420482841209576,1
Microsoft ActiveSync,19.378224215216605,1
Microsoft ActiveX,12.02013964603121,1
Microsoft Axapta,163.71953536512058,1
Microsoft Azure,44.1323658985783,1
Microsoft Business Intelligence BI,51.11025506399849,1
Microsoft Commerce Server,78.43071663506463,1
Microsoft DirectX,54.314640951475546,1
Microsoft Dynamics,114.68005063654388,1
Microsoft Dynamics AX,121.78812486130289,1
Microsoft Dynamics CRM,80.74789696302534,1
Microsoft Dynamics ERP,122.77284849681743,1
Microsoft Dynamics GP,129.39142201878516,1
Microsoft Dynamics Marketing,98.01982370129323,1
Microsoft Dynamics NAV,125.89488622550401,1
Microsoft Dynamics SL,140.93351546748764,1
Microsoft ESP SDK,5.6,1
Microsoft Entourage,263.40799093853917,1
Microsoft Excel,158.61177521955162,1
Microsoft Exchange,60.518628102478594,1
Microsoft Exchange Server,23.991798883281394,1
Microsoft Expression Blend,7.283587786259544,1
Microsoft Extensible Application Markup Language (XAML),12.185777635026088,1
Microsoft FrontPage,138.64692920478032,1
Microsoft High Level Shader Language (HLSL),40.31073792703886,1
Microsoft Hyper-V Server,39.819631105259994,1
Microsoft Internet Information Service IIS,29.793449220075594,1
Microsoft Internet Information Services IIS,22.884275305784403,1
Microsoft Lync,148.9794533579528,1
Microsoft MapPoint,92.4898328406938,1
Microsoft Money,135.409994191981,1
Microsoft NetMeeting,153.99610645845252,1
Microsoft Network Monitor,34.07342186134577,1
Microsoft Office,159.7727625720988,1
Microsoft Office Mobile,142.71358645856694,1
Microsoft Outlook,163.9583440178295,1
Microsoft Paint,127.02371236600997,1
Microsoft Power BI,61.50205843709332,1
Microsoft Power Query Excel,70.48356385870127,1
Microsoft PowerPivot,65.65179971864801,1
Microsoft PowerPoint,147.59609405704566,1
Microsoft PowerShell,31.114038583893503,1
Microsoft Proclarity,42.235077668524006,1
Microsoft Project,123.28829625883816,1
Microsoft Publisher,162.87545918422478,1
Microsoft SQL Server,25.353145527611492,1
Microsoft SQL Server Integration Services SSIS,17.253261150645063,1
Microsoft SQL Server Reporting Services,24.262600796562904,1
Microsoft SQL Server Reporting Services (SSRS),30.000180438484016,1
Microsoft SharePoint,115.51181503883093,1
Microsoft Silverlight,33.333792678463524,1
Microsoft System Center,38.16139928803573,1
Microsoft Systems Management Server,37.87653370236305,1
Microsoft Team Foundation Server,26.08154348090594,1
Microsoft Virtual Server,21.141003267475444,1
Microsoft Visio,95.49957004385388,1
Microsoft Visual Basic,29.27906582362321,1
Microsoft Visual Basic Scripting Edition (VBScript),37.979513435768446,1
Microsoft Visual Basic for Applications (VBA),62.5754480115131,1
Microsoft Visual Basic.NET,13.089659611044612,1
Microsoft Visual C#,45.96125009485995,1
Microsoft Visual FoxPro,12.32912743526443,1
Microsoft Visual SourceSafe,7.654275075777837,1
Microsoft Visual Studio,19.644049101107345,1
Microsoft Visual Studio Team Foundation Server,32.824284648786985,1
Microsoft Visual Studio Test Professional,13.125,1
Microsoft Volume Shadow Copy Service,3.38931297709924,1
Microsoft Windows,136.6929550203266,1
Microsoft Windows Mobile,97.19668079134023,1
Microsoft Windows PowerShell,27.82104114021775,1
Microsoft Windows Pre-installation Environment,5.38461538461538,1
Microsoft Windows Server,32.093267787084685,1
Microsoft Windows Sysprep,56.77074182989462,1
Microsoft Windows XP,143.670426516976,1
Microsoft Windows XP Professional,88.97824446957013,1
Microsoft Word,163.41430165627065,1
Microsoft Works,179.10026009101915,1
Microsoft operating system,92.54049798040342,1
Microsoft suite,151.4820209858323,1
Microtomes,145.40196987392315,0
Microwave digestion instruments,101.60359917280829,0
Microwave digestion systems,134.5919007365896,0
Migration software,85.36553147412879,1
Milano Spa,189.19170878065867,1
Milking equipment,267.2724818041733,0
Milking machines,367.048218988094,0
Milling equipment,296.9887927154766,0
Milling machines,230.16036753850966,0
Mincing machines,437.95992224744,0
Mind mapping software,29.278706297443772,1
Mine Planning Software,87.07077039301396,1
MineSight,60.131643453584516,1
Mini loaders,268.1196144104466,0
Minibuses,317.75071604777247,0
Mining shovels,128.438519060573,0
Minitab,81.56583330335519,1
Minute Taking,165.02815538224593,0
MinuteMan Systems MinuteMan Project Management Software,135.409994191981,1
Miter saws,337.5460236241064,0
Mixer trucks,290.99202264282803,0
Mixing machines,350.99680137054554,0
Mixing tanks,282.9068688005483,0
Mobile application software,186.07984857341918,1
Mobile cone penetrometer MCP systems,25.21177197849894,1
Mobile cranes,267.73755791110483,0
Mobile data computers,154.0971266979488,1
Mobile data terminals,51.441541189048465,1
Mobile radios,176.49540128376324,0
Mobile robots,83.72596678251091,0
Mobile telephones,11.64880289532295,1
Mobile welding units,440.525930418545,0
Modeling software,66.8431544110903,1
Modems,66.3107862671462,1
Modula,298.64997652172957,1
Moisture analyzers,130.20391706097678,0
Molding presses,222.6575880183559,0
Mole sieves,311.931734005561,0
MongoDB,17.234586044327884,1
Monorail cranes,148.63103177455503,0
Monte Carlo simulation software,41.1207729468599,1
Moodle,127.11348307079483,1
Mooring buoys,373.42765949969146,0
Mooring lines,324.722142944222,0
Mopeds,191.94712414416648,0
Mortars,252.20374660573867,0
Motion capture systems,110.08218696412054,0
Motion control software,73.235587088785,1
Motion control systems,112.52267867943897,0
Motion graphics software,84.8541264467518,1
Motor graders,292.1495882256929,0
Motorized carts,336.15278139945764,0
Motorized hand trucks,168.2144338905653,0
Motorized lifts,443.240818627075,0
Motorized scooters,407.83135607011326,0
Mountain bikes,249.51984530839553,0
Mounting presses,265.42291293399353,0
Mouth guards,288.8241017034211,0
Moving carts,313.56787411201225,0
Moving straps,349.80756263973007,0
Mowing equipment,312.4220664788816,0
Mozilla Firefox,185.68184066543873,1
Mozilla Thunderbird,135.409994191981,1
Multi-line optical character reader OCR software,158.951157382435,1
Multi-line switchboards,174.60837505278147,0
Multi-line telephone systems,157.48110728263237,0
Multi-needle sewing machines,454.600690081245,0
Multi-tasking,198.06254308274134,0
Multidimensional Expressions MDX,40.485885135714916,1
Multimedia projectors,65.91522407470593,1
Multimeters,79.99173187064052,0
Multiple blade sawing machines,366.188736191569,0
Music databases,25.53724726927595,1
Music scheduling software,77.51721575378023,1
Music software,141.079153888179,1
Music video games,211.063374651199,0
Musical instrument digital interface MIDI software,362.82625529627,1
MyFitnessPal,311.5629588654885,1
MySQL,21.907403460192402,1
MySpace,145.5306465663205,1
Myers Briggs Type Indicator,167.05610496999637,1
NAMD,132.39714766186046,1
NCSS,162.711069330048,1
NOW Solutions emPath,32.0006309894704,1
Nagios,34.33117716233598,1
Nail guns,398.8444620374749,0
Nail pullers,174.18361596683,0
Nail sets,409.0085536445515,0
National Instruments LabVIEW,62.66711548511625,1
National Instruments TestStand,3.38931297709924,1
National Safety Code of Canada,258.5005052869867,0
Natural Language Processing (NLP) / Computational Linguistics,40.2051513984889,1
Navigation equipment,323.8335918019097,0
Navigation lights,87.2651402995352,0
Navigation software,218.18289827113796,1
Nebulizers,329.4447205767869,0
Needle machines,445.7597687287681,0
Needle nose pliers,154.66016616474408,0
Needs analysis software,99.18024249290744,1
Negotiation skills,142.00647120631257,0
Nessus,54.38847576917061,1
Net zero,164.56836202779303,0
NetDocuments,151.524021213263,1
NetIQ,40.19813212588562,1
NetSuite,130.14541358133866,1
NetSuite ERP,138.86547319090718,1
Network Administration,27.715288011355472,1
Network Communications,68.11086877270674,1
Network addressable storage NAS software,27.244793307185905,1
Network analyzers,54.81788378896671,1
Network cabling systems,66.063494921342,1
Network design software,53.17980013762001,1
Network file servers,60.76014354840319,1
Network management software,91.91623654135837,1
Network monitoring software,41.37003375186369,1
Network protocol analyzers,36.5023560662161,1
Network routers,24.828236630467448,1
Network switches,32.388379752379414,1
Network video recorders,66.30001715901456,1
Network-Attached Storage,149.9560905146184,1
Neural Networks,36.60403550281975,1
Nibblers,355.1396525818313,0
Night vision goggles,236.61553346645942,0
Nitrile gloves,250.52638478232362,0
Nitrogen pumps,280.0911861990985,0
Nmap,42.460413595055236,1
NoSQL,19.853568075308193,1
NodeJS,17.607472224294334,1
Noise monitoring equipment,125.272322035134,0
Non-Fungible Tokens,128.75780214213563,1
Novell GroupWise,112.10520785658298,1
Novell NetWare,28.48980812203138,1
Novell eDirectory,11.280429295800268,1
Novoclimat,152.37511996527766,0
Nslookup,31.226415556875764,1
Nuance Power PDF,307.053881758124,1
Nuclear densometers,64.2635129687402,1
Nuclear energy,160.2074120178883,0
Nuclear magnetic resonance NMR spectrometers,165.982043717272,0
Numbering machines,285.5161422954315,0
Numerical control software,143.43622801665498,1
Nunit,10.43490618440207,1
Nut drivers,253.12475009242849,0
Nutrition analysis software,172.92995560652548,1
Nutrition management software,180.03626135442198,1
Nvu,199.25995157527316,1
OAuth (Open Authorization),22.833772461318894,1
OHSA standards,204.9293738765999,0
OHSAS 18001,171.4380827567063,0
OMICRON Test Universe,13.125,1
Oasys,96.76312437114099,1
Oberon,319.4148705937855,1
Object oriented programming software,7.74948434277142,1
Object-oriented programming languages,21.348014059855174,1
Objective C,20.79164891017435,1
Objective Decision Contactizer Pro,135.409994191981,1
Occupational Health and Safety,261.24418847772023,0
Occupational Health and Safety Act,233.2027257154846,0
Office Administration,180.9280067350601,0
Office suite software,149.6408622219594,1
OfficeWork Software TurboProject,135.409994191981,1
Ohm meters,158.98086373375892,0
Oil distributors,364.0135703889675,0
Oil filters,231.1266939426881,0
Oil furnaces,350.88945162583684,0
Oil separators,327.8104934860099,0
Oiling equipment,265.5614375631394,0
On board computers,342.1564066448604,1
On-board computers,342.55567323034745,1
OnShape,81.0417820669229,1
Online Advertising,117.8279375447473,0
Online analytical processing OLAP software,109.16230745936078,1
Online databases,150.15042038598142,1
Online library databases,210.683148724246,1
Online meeting software,159.84287553444906,1
Online registration software,115.12305330863174,1
Ontario Employment Legislation (ESA),180.0939843273635,0
Open Computing Language (OpenCL),45.11583284243097,1
Open Dental,204.1886359333859,1
Open end wrenches,199.0315782778387,0
OpenClinica,55.8233623874367,1
OpenGL,23.542517270694756,1
OpenStack,28.172868378080118,1
OpenTable,254.70270474080485,1
OpenText Livelink ECM,54.80693517367598,1
OpenText eDOCS DM,99.67463141705042,1
Operating microscopes,308.492581874587,0
Operating system software,10.479996071405623,1
Operations Management,211.06388350346128,0
Operator consoles,20.87868088627178,1
Ophthalmoscopes,157.9682664701058,0
Optical character reader OCR software,158.951157382435,1
Optical character recognition OCR software,156.82682296611796,1
Optical character recognition equipment,31.311688786262533,1
Optical detectors,93.51412212782864,0
Optical emission spectrometers,83.1379164909321,0
Optical imaging systems,71.19644715982639,1
Optical levels,203.69340441716858,0
Optical power meters,178.78527152170273,0
Optical price scanners,161.01274443905675,0
Optical scanners,219.48562053948518,0
Optical scanning software,145.367786836407,1
Optical sensors,134.66708106750528,0
Optical spectrum analyzers,31.533939607549478,1
Optical tables,114.10461351007356,0
Optimization software,103.71674649908552,1
OrCAD Capture,37.71207505925196,1
Oracle,105.56365405255653,1
Oracle Advanced Procurement,115.9961462163049,1
Oracle Application Express APEX,41.52667669166461,1
Oracle Application Server,28.992823312796727,1
Oracle Beehive,272.30803767999225,1
Oracle Business Intelligence Enterprise Edition,32.87286713772034,1
Oracle Business Intelligence Publisher,30.825117209369907,1
Oracle Business Intelligence Suite,35.4750888526777,1
Oracle Clinical,189.01238389436134,1
Oracle DBMS,26.35484389348428,1
Oracle Data Guard,20.617034628798766,1
Oracle Data Integrator,21.381466176255937,1
Oracle Designer,7.809233243334657,1
Oracle E-Business Suite,70.01522478238812,1
Oracle Eloqua,89.6588470925678,1
Oracle Enterprise Asset Management eAM,90.0889452032106,1
Oracle Enterprise Manager,42.8881663000835,1
Oracle Enterprise Manager Cloud Control,10.471783997146888,1
Oracle Essbase,88.64891861145857,1
Oracle Fusion Applications,32.70851740393117,1
Oracle Fusion Middleware,12.965061259446648,1
Oracle Golden Gate,11.448840834574218,1
Oracle HRIS,171.9305504729225,1
Oracle Hyperion,94.29712533244836,1
Oracle Hyperion Planning,76.53831424766905,1
Oracle Inventory,159.5772839630462,1
Oracle JD Edwards EnterpriseOne,128.74140433471,1
Oracle JDBC,16.977192790121602,1
Oracle Java 2 Platform Enterprise Edition J2EE,34.92821367366526,1
Oracle JavaServer Pages JSP,3.8012569097130857,1
Oracle Jdeveloper,12.323034706289379,1
Oracle Learning Management,129.3482817200314,1
Oracle Migration Workbench,23.18559019073566,1
Oracle PeopleSoft,149.2625012020569,1
Oracle PeopleSoft Enterprise,45.27058941079649,1
Oracle PeopleSoft Financials,135.30057752225179,1
Oracle PeopleSoft Human Capital Management,150.19816237302166,1
Oracle PeopleSoft Payroll for North America,240.582615135567,1
Oracle Primavera P6 Professional Project Management,161.562173543466,1
Oracle Real Application Cluster RAC,11.5384001064821,1
Oracle Recovery Manager,91.32926294459,1
Oracle Remote Data Capture,118.9640697017343,1
Oracle Reports,44.96459748879775,1
Oracle SQL Developer,45.97317971209948,1
Oracle SQL Loader,12.49833002320982,1
Oracle SQL Plus,14.365405718779035,1
Oracle Siebel CRM,81.92833333392885,1
Oracle Solaris,72.95026831742531,1
Oracle Solaris Zones,13.594877026549419,1
Oracle Taleo,26.70156085329938,1
Oracle Universal Content Management,174.567175962041,1
Oracle Warehouse Builder,5.426584759444955,1
Oracle WebLogic,21.816885423893535,1
Oracle WebLogic Server,12.933253223544556,1
Orbital sanders,334.7370123962761,0
Order management software,152.37633312402002,1
Order selectors,366.6874474153469,0
Ordering of supplies and equipment,285.66985566936455,0
Ordering software,231.132963311924,1
Organic carbon analyzers,82.7355064793345,0
Organizational Development,166.50803118038985,0
Organizational Skills,224.39678740413547,0
Orthotic devices,247.93070981472422,0
Orthotics,224.1903164573448,0
Oscilloscopes,48.53169047245342,1
Ostomy bags,303.2578970679381,0
Ostomy equipment,201.23519555016998,0
Otoscopes,117.38980752763953,0
Outage management system OMS,104.0272907810054,1
Outriggers,314.0466322576591,0
Outside micrometers,211.722135482209,0
Overhead cranes,302.0129638017208,0
Overhead hoists,283.78508806726023,0
Overhead projectors,145.031817428449,0
Overlock sewing machines,208.482255357089,0
Oxy-acetylene welding,337.44468771212934,0
Oxyacetylene welding equipment,199.02975922054816,0
Oxygen concentrators,340.08715154266355,0
Oxygen cylinders,378.8977299562405,0
Oxygen delivery equipment,196.6801747007231,0
Oxygen equipment,295.9924791514984,0
Oxygen lances,346.0498173987282,0
Oxygen meters,102.67470921654635,0
Oxygen saturation monitors,198.276774354962,0
Oxygen sensors,153.27944677693614,0
Oxygen tanks,326.02730142234066,0
Oxygen therapy equipment,197.99857781682337,0
Oxygen torches,344.6000341451448,0
Ozone generators,324.9859166181957,0
PALS (Pediatric Advanced Life Support),199.25005927001854,0
PARTHENON,335.0528178417054,1
PC Miler,164.39244859889985,1
PCB / PCBA (Printed Circuit Board / Assembly),175.40180951136782,0
PE INTERNATIONAL GaBi software,11.5384001064821,1
PHP,28.977801827813096,1
PHYLIP,345.566338492725,1
PL/SQL,21.13600843142717,1
PQ Systems GAGEpack,100.0745714683774,1
PREMIS,199.69622117892254,1
PTC Arbortext,49.0308093835926,1
PTC Mathcad,76.50014070776348,1
PUFF,258.1532130766119,1
PVsyst,72.50726295098468,1
Pacemakers,198.69936432926576,0
Package tracking software,179.2602039371597,1
Packaging machines,333.8131566994564,0
Packet analyzers,13.976381464125385,1
Packet sniffers,6.809556062512836,1
Packing gauges,290.413970831213,0
Padlet,220.85530017400902,1
Paging systems,229.5925652948553,1
Paint guns,347.4222763063702,0
Paint mixers,278.0686419921994,0
Paint rollers,284.53425404651205,0
Paint shakers,283.2529048034702,0
Paint spray booths,317.544045726896,0
Paint spray guns,372.28139787238,0
Paint sprayguns,400.3460794645144,0
Paint spraying equipment,350.5648040070465,0
Paintbrush,385.6810138394493,1
Painters whites,260.0078151772098,0
Pallet jacks,289.27651581804827,0
Panel boards,223.63143494792615,0
Panel lights,292.29069162493175,0
Panel saws,306.588195050957,0
Panel tools,215.8846554787132,0
Panelboards,270.46922730131536,0
Panopto,155.05695949641563,1
Paper scissors,420.8125075608855,0
Parachutes,341.17371856524994,0
Parallel bars,224.61511265375532,0
Parallel computers,19.9672942340771,1
Parasoft SOAtest,24.087177506848644,1
Parbat,335.5055267074303,1
Parking signs,222.0562853629365,0
Particle size analyzers,95.6815053652588,0
Particulate filters,194.57629030771062,0
Particulate monitors,65.64095662783656,1
Parts washers,265.84572444942694,0
Pascal,282.13146872802037,1
Passenger buses,251.07626758160822,0
Pasta cookers,419.99368431408533,0
Pasta machines,230.77767211824585,0
Pastry bags,402.26176110660555,0
Patch management software,7.159844946796538,1
Patient Assessment,201.28834224604202,0
Patient care,218.54386253066372,0
Patient charting software,174.65781396167,1
Patient electronic medical record EMR software,158.4871060140208,1
Patient management software,188.8347116038505,1
Patient restraints,306.7729018162158,0
Patient scheduling software,174.43254875600996,1
Patient simulators,147.70744576431932,0
Patrol boats,206.600402415814,0
Pattern design software,114.6424736053005,1
Pattern plates,390.25442131796643,0
PatternMaker,185.61645049746053,1
Pavement breakers,381.8193729004221,0
PayPal,142.1344236408254,1
Paychex,211.1133085751107,1
Payment processing software,130.41180295610377,1
Payment processing terminals,117.35077350694993,0
Payroll software,189.11732723812335,1
Pedestal grinders,327.73279248589785,0
Pen tablets,61.25985777979065,1
Pentaho Kettle,11.73484267389826,1
Penultimate,41.34082055926162,1
PeopleNet,257.591006299309,1
Pepper spray,77.11066792135958,1
Perforators,326.72941954702344,0
Peripherally inserted central catheters PICC,192.63184743940502,0
Peristaltic pumps,294.1773606714949,0
Perl (Practical extraction and reporting language),26.498467318792684,1
Perl Shell,17.268336145324984,1
Personal Protective Equipment inventory management and control,170.89111623302588,0
Personal flotation devices,234.75823690669668,0
Personal protective clothing,282.7251199981381,0
Personal protective suits,251.93793517075213,0
Personnel lifts,241.06191302286632,0
Personnel management software,125.33944139858382,1
Pesticide sprayers,267.94184029867665,0
Petrographic microscopes,57.21167537835718,1
Petroleum trucks,270.81111392929387,0
Pharmaceutical software,221.76152063763743,1
Pharmacy management software,203.81354764988083,1
Phase rotation meters,100.832420068311,0
PhoneGap,4.459247029843459,1
Photo editing software,105.53117935784734,1
Photo printers,271.2761338162197,1
Photocells,259.3312093107864,0
Photocopying equipment,200.56875187404071,0
Photodetectors,88.7341364021844,0
Photogrammetric software,62.93084688066164,1
Photometers,52.11635651449499,1
Physical Demands Analysis (PDA),257.07137690065906,0
PhysioGraphic,108.25656495644665,1
